LAT,LON,YEAR,MO,DY,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
32.89941,13.20261,2015,01,01,    5.94,   11.20,    5.05,    5.06,   11.70,    5.75,    8.74,    7.53,    6.73,    7.51,    6.17,   15.04,   12.90,   10.59,    8.77
32.89941,13.20261,2015,01,02,    2.42,   13.34,    7.09,    7.10,   13.74,   11.31,   12.14,    3.40,    2.80,    7.84,    5.76,   11.24,    8.57,    9.42,    7.46
32.89941,13.20261,2015,01,03,    3.90,   13.39,    8.12,    8.12,   14.58,   10.68,   12.62,    1.66,    1.34,    7.24,    5.35,    8.90,    6.69,    8.13,    6.19
32.89941,13.20261,2015,01,04,    7.52,   12.98,    5.82,    5.84,   15.92,    8.40,   11.94,    4.28,    3.92,    8.19,    6.49,   12.47,   10.41,   10.89,    8.92
32.89941,13.20261,2015,01,05,    6.39,   13.53,    8.51,    8.51,   16.40,   10.00,   12.98,    3.23,    3.45,    8.23,    5.98,   11.46,    9.43,    9.87,    7.78
32.89941,13.20261,2015,01,06,    5.86,   12.56,    5.22,    5.23,   15.33,    9.47,   11.90,    4.37,    2.54,    4.38,    3.42,    8.75,    5.96,    6.48,    4.83
32.89941,13.20261,2015,01,07,    7.29,   11.87,    6.55,    6.56,   15.42,    8.12,   11.46,    5.21,    3.61,    2.88,    2.29,    8.09,    5.89,    5.41,    4.19
32.89941,13.20261,2015,01,08,    6.75,   12.37,    7.63,    7.64,   16.62,    9.87,   12.70,    2.97,    2.43,    2.11,    1.70,    5.07,    4.14,    3.34,    2.71
32.89941,13.20261,2015,01,09,    5.63,   12.87,    8.85,    8.85,   16.01,   10.38,   12.64,    3.01,    2.86,    4.17,    3.20,    7.18,    6.06,    5.87,    4.57
32.89941,13.20261,2015,01,10,    5.13,   13.14,    8.27,    8.27,   15.64,   10.51,   12.44,    2.19,    3.30,    7.32,    5.05,    9.51,    8.35,    8.62,    6.74
32.89941,13.20261,2015,01,11,    7.80,   13.12,    5.75,    5.77,   16.95,    9.15,   12.49,    3.13,    2.81,    7.34,    4.95,   10.47,    7.76,    8.52,    6.52
32.89941,13.20261,2015,01,12,    6.56,   13.50,    9.78,    9.79,   16.49,    9.92,   13.28,    5.30,    4.09,    5.10,    3.61,   10.40,    7.70,    8.15,    6.25
32.89941,13.20261,2015,01,13,    5.83,   13.68,   10.02,   10.02,   16.61,   10.78,   13.50,    5.46,    3.76,    0.50,    0.53,    5.96,    4.28,    3.34,    2.66
32.89941,13.20261,2015,01,14,    7.47,   12.80,    7.30,    7.31,   16.59,    9.12,   12.26,    2.01,    2.94,    6.50,    4.51,    8.52,    7.45,    7.52,    5.61
32.89941,13.20261,2015,01,15,    8.70,   13.23,    6.34,    6.35,   18.09,    9.39,   13.32,    7.18,    5.10,    0.71,    0.48,    7.89,    5.58,    4.88,    3.71
32.89941,13.20261,2015,01,16,    9.14,   14.69,    7.52,    7.53,   20.30,   11.16,   14.92,    8.95,    6.59,    1.20,    0.69,   10.15,    7.28,    6.13,    4.35
32.89941,13.20261,2015,01,17,    5.93,   13.91,    5.68,    5.70,   17.19,   11.26,   13.90,    6.04,    4.42,    3.99,    2.77,   10.03,    7.19,    7.07,    5.17
32.89941,13.20261,2015,01,18,    9.69,   14.71,    5.67,    5.69,   20.56,   10.86,   14.65,    3.01,    1.88,    6.51,    5.44,    9.52,    7.32,    8.39,    6.14
32.89941,13.20261,2015,01,19,    8.50,   13.39,    5.16,    5.17,   17.37,    8.87,   12.67,    6.33,    4.09,    1.40,    1.10,    7.73,    5.19,    5.05,    3.69
32.89941,13.20261,2015,01,20,    6.34,   13.52,    8.02,    8.03,   17.50,   11.16,   13.42,    6.72,    5.90,    1.45,    1.21,    8.17,    7.11,    5.98,    4.65
32.89941,13.20261,2015,01,21,    8.61,   13.33,    5.98,    6.00,   18.52,    9.91,   13.44,    8.06,    5.51,    0.74,    0.84,    8.79,    6.34,    3.61,    2.71
32.89941,13.20261,2015,01,22,    7.34,   13.13,    4.33,    4.36,   17.12,    9.79,   12.60,    5.13,    4.94,    8.11,    5.71,   13.24,   10.65,   10.78,    8.38
32.89941,13.20261,2015,01,23,    5.56,   12.33,    2.95,    2.98,   14.24,    8.68,   11.32,    5.71,    5.32,   10.65,    8.30,   16.36,   13.62,   12.90,   10.31
32.89941,13.20261,2015,01,24,    4.72,   12.06,    5.36,    5.37,   13.69,    8.96,   11.02,    3.43,    3.80,    9.83,    7.56,   13.26,   11.36,   11.37,    9.13
32.89941,13.20261,2015,01,25,    6.72,   11.75,    3.70,    3.72,   14.49,    7.77,   10.75,    4.63,    5.01,    7.24,    4.79,   11.87,    9.80,    9.84,    7.72
32.89941,13.20261,2015,01,26,    7.25,   11.51,    2.79,    2.82,   14.09,    6.83,   10.14,    2.29,    1.98,    8.55,    6.69,   10.84,    8.67,    9.69,    7.58
32.89941,13.20261,2015,01,27,    4.28,   11.48,    6.65,    6.66,   12.89,    8.61,   10.53,    2.34,    2.79,    9.18,    6.59,   11.52,    9.39,   10.50,    8.44
32.89941,13.20261,2015,01,28,    6.28,   12.41,    5.28,    5.29,   14.84,    8.56,   11.38,    3.60,    3.18,    9.61,    7.78,   13.21,   10.96,   11.32,    9.13
32.89941,13.20261,2015,01,29,    3.98,   11.92,    6.03,    6.04,   13.10,    9.12,   10.87,    4.58,    4.37,    6.57,    4.54,   11.15,    8.91,    9.44,    7.37
32.89941,13.20261,2015,01,30,    9.90,   12.77,    4.50,    4.52,   18.01,    8.11,   12.52,    4.59,    5.01,    9.05,    6.07,   13.64,   11.08,   11.35,    8.70
32.89941,13.20261,2015,01,31,    9.49,   15.62,    8.19,    8.20,   21.32,   11.83,   16.33,    5.54,    4.11,   11.61,    9.15,   17.14,   13.26,   14.46,   11.22
32.89941,13.20261,2015,02,01,    6.77,   14.63,    5.88,    5.90,   17.63,   10.86,   14.89,    6.13,    4.01,    9.09,    7.49,   15.22,   11.50,   11.13,    8.60
32.89941,13.20261,2015,02,02,    5.60,   11.40,    1.86,    1.91,   13.86,    8.26,   10.47,    3.61,    3.80,    7.97,    5.29,   11.58,    9.09,    9.84,    7.71
32.89941,13.20261,2015,02,03,   10.53,   11.36,   -0.20,   -0.10,   16.85,    6.32,   10.87,    2.22,    2.55,    7.55,    5.05,    9.76,    7.60,    8.82,    6.49
32.89941,13.20261,2015,02,04,   14.06,   13.88,    2.94,    2.99,   22.27,    8.21,   14.51,    5.45,    3.99,    4.99,    2.65,   10.43,    6.64,    7.77,    5.17
32.89941,13.20261,2015,02,05,    8.44,   13.70,    2.80,    2.85,   18.32,    9.88,   13.81,    4.27,    4.62,    8.29,    5.33,   12.55,    9.96,   10.36,    7.83
32.89941,13.20261,2015,02,06,    7.03,   11.10,    0.36,    0.42,   13.95,    6.92,   10.05,    3.40,    3.53,    9.32,    6.30,   12.72,    9.83,   10.38,    8.05
32.89941,13.20261,2015,02,07,    9.09,   10.90,   -0.34,   -0.26,   15.33,    6.23,   10.67,    8.02,    5.30,    1.10,    0.85,    9.12,    6.16,    5.31,    4.05
32.89941,13.20261,2015,02,08,    9.09,   11.44,    2.10,    2.15,   16.03,    6.94,   10.99,    4.97,    3.82,    2.36,    1.66,    7.33,    5.48,    5.25,    3.96
32.89941,13.20261,2015,02,09,    4.56,   11.58,    5.44,    5.45,   13.29,    8.73,   10.66,    8.27,    8.03,    7.44,    5.28,   15.71,   13.30,   12.77,   10.10
32.89941,13.20261,2015,02,10,    4.76,   12.56,    5.17,    5.18,   14.08,    9.32,   11.39,    5.60,    4.87,    8.21,    6.03,   13.82,   10.91,   10.47,    8.38
32.89941,13.20261,2015,02,11,    3.47,   12.45,    7.14,    7.15,   14.58,   11.10,   12.43,    7.72,    5.88,    0.68,    0.61,    8.40,    6.49,    5.34,    4.29
32.89941,13.20261,2015,02,12,    8.69,   13.25,    6.75,    6.76,   17.85,    9.16,   13.20,    8.42,    5.88,    0.22,    0.19,    8.64,    6.07,    4.35,    3.27
32.89941,13.20261,2015,02,13,    5.61,   13.87,    9.25,    9.25,   16.58,   10.97,   13.26,    1.95,    1.62,    6.45,    5.58,    8.40,    7.20,    7.68,    6.05
32.89941,13.20261,2015,02,14,    4.57,   13.03,    9.17,    9.17,   14.88,   10.31,   12.20,    3.23,    1.98,    4.32,    3.79,    7.55,    5.77,    6.08,    4.77
32.89941,13.20261,2015,02,15,    7.32,   12.83,    6.51,    6.52,   16.01,    8.69,   12.42,    6.09,    4.03,    0.42,    0.23,    6.51,    4.26,    4.29,    3.29
32.89941,13.20261,2015,02,16,    8.13,   13.99,    5.94,    5.96,   17.86,    9.73,   13.77,    4.57,    4.13,    3.80,    2.03,    8.37,    6.15,    6.16,    4.36
32.89941,13.20261,2015,02,17,    5.53,   13.38,    7.62,    7.63,   15.75,   10.21,   12.61,    2.76,    2.25,    3.70,    2.69,    6.46,    4.95,    5.11,    3.88
32.89941,13.20261,2015,02,18,    8.76,   13.44,    7.92,    7.93,   18.27,    9.51,   13.28,    4.12,    2.28,    2.05,    1.67,    6.17,    3.95,    3.35,    2.51
32.89941,13.20261,2015,02,19,    4.69,   13.42,   10.39,   10.39,   15.71,   11.02,   13.08,    5.50,    5.27,    3.87,    2.81,    9.37,    8.08,    8.29,    6.65
32.89941,13.20261,2015,02,20,    5.41,   13.15,    7.73,    7.73,   15.59,   10.17,   12.36,    3.84,    3.29,    5.90,    5.24,    9.73,    8.53,    8.39,    6.75
32.89941,13.20261,2015,02,21,    6.36,   13.14,    7.25,    7.25,   16.08,    9.72,   12.96,    3.88,    2.58,    9.41,    7.64,   13.29,   10.22,   10.58,    8.48
32.89941,13.20261,2015,02,22,    7.84,   13.78,    7.78,    7.79,   18.25,   10.41,   13.62,    5.66,    4.93,    8.46,    6.46,   14.12,   11.39,   11.38,    8.94
32.89941,13.20261,2015,02,23,    4.92,   11.02,    6.39,    6.39,   12.60,    7.68,   10.10,    4.04,    4.36,   11.73,    8.95,   15.78,   13.31,   13.98,   11.38
32.89941,13.20261,2015,02,24,    9.81,   13.52,    5.20,    5.23,   18.47,    8.65,   13.01,    3.63,    3.78,    8.29,    5.57,   11.92,    9.35,   10.78,    8.48
32.89941,13.20261,2015,02,25,    6.73,   12.26,    3.60,    3.63,   14.96,    8.23,   11.45,    3.14,    2.40,    5.52,    3.85,    8.66,    6.25,    7.10,    5.37
32.89941,13.20261,2015,02,26,    6.54,   11.68,    3.46,    3.48,   13.83,    7.29,   10.43,    3.03,    3.36,    7.89,    5.78,   10.92,    9.13,    9.52,    7.54
32.89941,13.20261,2015,02,27,    5.36,   12.33,    6.20,    6.21,   14.94,    9.58,   11.69,    8.16,    7.40,    3.71,    2.76,   11.87,   10.17,    9.37,    7.59
32.89941,13.20261,2015,02,28,    8.24,   11.94,    5.30,    5.32,   16.43,    8.18,   11.23,    3.36,    3.85,    4.74,    3.06,    8.10,    6.91,    6.41,    4.73
32.89941,13.20261,2015,03,01,    4.95,   11.80,    7.43,    7.43,   13.34,    8.39,   11.04,    3.38,    3.97,    5.87,    4.14,    9.26,    8.11,    7.98,    6.32
32.89941,13.20261,2015,03,02,    7.80,   12.14,    6.11,    6.12,   15.74,    7.94,   11.41,    2.95,    2.98,    2.79,    2.20,    5.74,    5.17,    5.01,    4.02
32.89941,13.20261,2015,03,03,    9.77,   13.91,    6.61,    6.62,   19.01,    9.25,   13.81,    6.23,    4.53,    2.68,    1.97,    8.91,    6.50,    6.21,    4.69
32.89941,13.20261,2015,03,04,   10.32,   15.52,    8.23,    8.23,   21.17,   10.86,   15.92,    7.33,    4.82,    0.27,    0.17,    7.60,    4.99,    4.71,    3.44
32.89941,13.20261,2015,03,05,    7.62,   14.78,    6.81,    6.82,   18.42,   10.79,   14.15,    5.74,    4.63,    4.27,    3.21,   10.01,    7.85,    7.71,    6.01
32.89941,13.20261,2015,03,06,    3.87,   12.77,    5.31,    5.32,   13.99,   10.12,   11.87,    4.40,    5.02,    8.23,    5.58,   12.63,   10.60,   10.64,    8.36
32.89941,13.20261,2015,03,07,    3.07,   12.48,    6.73,    6.74,   13.07,   10.00,   11.27,    4.58,    4.28,    7.22,    5.87,   11.80,   10.15,   10.16,    8.40
32.89941,13.20261,2015,03,08,    4.29,   11.80,    5.35,    5.36,   12.42,    8.13,   10.30,    4.97,    5.06,    4.17,    3.09,    9.14,    8.16,    7.29,    5.98
32.89941,13.20261,2015,03,09,    6.30,   12.05,    5.92,    5.93,   14.08,    7.78,   10.58,    2.83,    2.77,    4.57,    3.33,    7.39,    6.10,    5.96,    4.67
32.89941,13.20261,2015,03,10,    3.73,   11.94,    8.29,    8.29,   13.06,    9.33,   11.12,    3.06,    3.44,    6.76,    4.96,    9.82,    8.40,    7.91,    6.28
32.89941,13.20261,2015,03,11,    6.23,   12.65,    7.06,    7.07,   15.74,    9.51,   11.93,    5.10,    4.80,    3.16,    2.43,    8.26,    7.22,    6.83,    5.47
32.89941,13.20261,2015,03,12,   10.22,   13.31,    4.61,    4.64,   18.68,    8.45,   13.18,    4.45,    4.92,    5.18,    3.32,    9.63,    8.24,    7.91,    5.80
32.89941,13.20261,2015,03,13,    5.98,   13.48,    6.18,    6.19,   16.15,   10.17,   12.54,    8.24,    5.46,    1.21,    0.98,    9.44,    6.44,    5.53,    4.34
32.89941,13.20261,2015,03,14,   10.36,   14.59,    5.98,    5.99,   19.27,    8.91,   13.64,    9.09,    6.78,    0.53,    0.59,    9.62,    7.37,    3.55,    2.75
32.89941,13.20261,2015,03,15,   11.06,   15.67,    6.59,    6.61,   22.05,   11.00,   16.09,    5.70,    5.91,    8.59,    5.22,   14.29,   11.13,   10.96,    8.32
32.89941,13.20261,2015,03,16,    5.72,   14.73,    8.32,    8.33,   19.00,   13.29,   15.03,    4.73,    4.65,    7.05,    4.85,   11.78,    9.49,    9.59,    7.48
32.89941,13.20261,2015,03,17,    8.83,   15.90,   10.66,   10.67,   20.71,   11.88,   15.47,    3.31,    3.04,    4.40,    3.34,    7.71,    6.38,    5.78,    4.32
32.89941,13.20261,2015,03,18,    7.61,   14.59,    8.74,    8.74,   17.95,   10.34,   13.76,    3.53,    2.35,    2.96,    2.32,    6.49,    4.66,    4.58,    3.65
32.89941,13.20261,2015,03,19,   12.03,   15.30,    7.85,    7.86,   21.13,    9.09,   14.47,    5.97,    3.99,    4.40,    3.66,   10.38,    7.66,    6.60,    5.09
32.89941,13.20261,2015,03,20,    8.39,   16.34,   10.67,   10.67,   20.96,   12.57,   15.98,    3.73,    3.41,    8.32,    6.33,   12.04,    9.73,    9.79,    7.81
32.89941,13.20261,2015,03,21,   12.70,   17.91,   11.53,   11.53,   25.50,   12.80,   18.40,    5.03,    5.47,    6.66,    4.14,   11.69,    9.61,    8.99,    6.98
32.89941,13.20261,2015,03,22,    8.36,   17.75,    7.63,    7.64,   24.07,   15.71,   18.95,    6.17,    5.24,    4.00,    2.47,   10.17,    7.71,    7.37,    4.81
32.89941,13.20261,2015,03,23,   10.21,   18.27,    7.96,    7.98,   24.50,   14.29,   18.65,    9.74,    7.67,    0.70,    0.46,   10.43,    8.13,    4.03,    3.03
32.89941,13.20261,2015,03,24,    5.52,   17.61,   12.75,   12.75,   22.17,   16.65,   18.64,    6.11,    4.33,    7.22,    4.89,   13.34,    9.22,   10.86,    7.82
32.89941,13.20261,2015,03,25,    9.69,   18.17,    8.77,    8.79,   24.42,   14.73,   19.22,    7.85,    5.83,    3.13,    1.84,   10.98,    7.67,    7.56,    5.33
32.89941,13.20261,2015,03,26,    6.55,   16.60,    8.01,    8.02,   19.71,   13.16,   16.91,    4.68,    5.95,    8.75,    5.05,   13.44,   11.00,   10.30,    7.55
32.89941,13.20261,2015,03,27,    2.55,   13.36,    8.02,    8.03,   14.28,   11.72,   12.76,    7.12,    7.50,    8.03,    5.31,   15.14,   12.81,   11.91,    9.55
32.89941,13.20261,2015,03,28,    4.58,   14.28,    7.98,    7.98,   16.04,   11.45,   13.69,    4.85,    5.19,   10.45,    7.77,   15.30,   12.97,   13.00,   10.48
32.89941,13.20261,2015,03,29,    5.08,   14.80,    8.40,    8.40,   17.14,   12.06,   14.06,    7.42,    5.95,    5.20,    3.62,   12.62,    9.57,    8.96,    7.15
32.89941,13.20261,2015,03,30,    8.66,   15.80,    7.93,    7.93,   20.10,   11.44,   15.77,    5.25,    5.36,    5.09,    3.04,   10.34,    8.40,    8.36,    6.07
32.89941,13.20261,2015,03,31,    6.03,   16.76,    9.39,    9.40,   20.00,   13.98,   16.68,    7.67,    6.75,    3.06,    2.12,   10.72,    8.87,    8.27,    6.33
32.89941,13.20261,2015,04,01,    8.22,   16.93,    9.69,    9.69,   21.44,   13.22,   17.05,    6.81,    5.88,    2.35,    1.54,    9.15,    7.42,    6.64,    4.86
32.89941,13.20261,2015,04,02,    6.57,   15.83,    9.76,    9.76,   18.52,   11.95,   14.78,    4.24,    4.34,    1.98,    1.50,    6.22,    5.85,    5.31,    4.36
32.89941,13.20261,2015,04,03,    7.25,   14.94,    9.01,    9.01,   18.11,   10.86,   14.07,    6.56,    6.11,    0.95,    0.75,    7.51,    6.87,    4.51,    3.86
32.89941,13.20261,2015,04,04,   11.82,   16.94,    7.83,    7.84,   22.70,   10.87,   16.43,    8.21,    5.48,    0.07,    0.05,    8.28,    5.53,    3.10,    2.32
32.89941,13.20261,2015,04,05,    9.96,   18.20,    8.54,    8.55,   23.86,   13.90,   18.01,    7.07,    3.98,    1.57,    1.40,    8.65,    5.38,    4.84,    3.52
32.89941,13.20261,2015,04,06,    6.25,   16.18,   10.11,   10.11,   18.74,   12.49,   15.16,    2.27,    2.74,    4.52,    3.24,    6.79,    5.98,    5.81,    4.81
32.89941,13.20261,2015,04,07,    5.73,   15.15,    7.73,    7.73,   17.03,   11.30,   13.78,    4.59,    3.39,    5.16,    4.18,    9.75,    7.57,    6.97,    5.70
32.89941,13.20261,2015,04,08,    4.51,   14.20,    5.12,    5.13,   14.97,   10.45,   12.66,    4.81,    4.24,    7.39,    5.18,   12.20,    9.42,    9.84,    7.98
32.89941,13.20261,2015,04,09,    4.94,   14.15,    5.63,    5.64,   15.60,   10.66,   12.64,    4.73,    4.70,    2.63,    2.10,    7.36,    6.79,    6.40,    5.22
32.89941,13.20261,2015,04,10,    7.31,   15.15,    6.06,    6.07,   18.17,   10.87,   14.08,    6.31,    4.64,    1.84,    1.40,    8.15,    6.05,    4.25,    3.48
32.89941,13.20261,2015,04,11,   11.16,   16.61,    7.05,    7.07,   20.89,    9.73,   15.14,    6.54,    4.41,    1.64,    1.54,    8.17,    5.95,    5.75,    4.40
32.89941,13.20261,2015,04,12,   12.05,   17.59,    5.21,    5.26,   22.82,   10.77,   16.48,    8.27,    6.05,    0.10,    0.18,    8.37,    6.22,    5.74,    4.29
32.89941,13.20261,2015,04,13,   10.64,   17.01,    7.18,    7.21,   21.87,   11.23,   15.92,    5.49,    4.31,    1.68,    1.53,    7.17,    5.84,    4.89,    3.72
32.89941,13.20261,2015,04,14,    8.44,   16.10,    9.41,    9.42,   19.41,   10.97,   14.86,    3.90,    3.74,    0.93,    0.76,    4.83,    4.51,    3.38,    2.86
32.89941,13.20261,2015,04,15,    9.79,   16.76,    7.67,    7.69,   20.80,   11.01,   15.73,    6.84,    4.40,    0.29,    0.26,    7.12,    4.66,    3.35,    2.62
32.89941,13.20261,2015,04,16,   13.98,   18.92,    4.57,    4.66,   25.76,   11.78,   18.70,    7.99,    5.50,    0.20,    0.23,    8.19,    5.73,    4.80,    3.31
32.89941,13.20261,2015,04,17,   14.36,   20.86,    1.96,    2.09,   30.05,   15.68,   22.25,    9.47,    5.52,    2.89,    2.32,   12.35,    7.84,    7.48,    4.98
32.89941,13.20261,2015,04,18,    8.69,   21.61,    5.45,    5.53,   27.02,   18.33,   22.52,    9.66,    6.34,    2.73,    2.02,   12.39,    8.36,    7.49,    5.30
32.89941,13.20261,2015,04,19,    9.48,   21.19,    8.19,    8.21,   26.74,   17.26,   21.91,    9.26,    5.95,    0.29,    0.16,    9.55,    6.10,    5.91,    4.19
32.89941,13.20261,2015,04,20,   11.01,   20.33,   11.13,   11.13,   26.71,   15.70,   19.83,    7.47,    6.24,    0.55,    0.45,    8.02,    6.69,    4.33,    3.61
32.89941,13.20261,2015,04,21,    6.63,   18.52,   12.74,   12.74,   20.76,   14.13,   17.39,    1.98,    2.56,    4.06,    2.86,    6.04,    5.43,    5.31,    4.31
32.89941,13.20261,2015,04,22,    8.63,   18.56,   10.80,   10.80,   21.96,   13.33,   17.20,    4.71,    3.26,    2.82,    2.28,    7.53,    5.54,    4.68,    3.68
32.89941,13.20261,2015,04,23,   13.60,   19.87,    8.20,    8.22,   26.59,   12.99,   19.80,    9.75,    6.61,    1.06,    0.86,   10.81,    7.47,    5.83,    4.31
32.89941,13.20261,2015,04,24,   10.89,   21.11,    8.08,    8.11,   27.03,   16.15,   21.21,    8.67,    5.73,    2.00,    1.77,   10.67,    7.49,    6.15,    4.66
32.89941,13.20261,2015,04,25,    8.78,   19.78,   13.53,   13.53,   23.70,   14.92,   18.49,    4.27,    3.76,    2.30,    2.05,    6.57,    5.81,    4.31,    3.50
32.89941,13.20261,2015,04,26,   13.26,   21.26,   11.79,   11.79,   27.72,   14.46,   20.73,    8.45,    6.77,    3.57,    2.54,   12.02,    9.31,    6.91,    5.34
32.89941,13.20261,2015,04,27,   13.25,   22.13,   10.14,   10.16,   29.52,   16.27,   22.06,    7.57,    6.30,    4.35,    3.36,   11.91,    9.65,    9.24,    7.29
32.89941,13.20261,2015,04,28,    9.18,   20.69,   10.36,   10.37,   24.69,   15.51,   19.41,    6.76,    5.45,    0.83,    0.45,    7.58,    5.91,    3.95,    3.20
32.89941,13.20261,2015,04,29,   10.96,   21.04,    9.95,    9.96,   25.82,   14.86,   20.00,    5.99,    4.30,    3.10,    2.78,    9.09,    7.08,    6.16,    4.78
32.89941,13.20261,2015,04,30,   11.44,   21.39,   11.46,   11.47,   27.08,   15.64,   20.69,    3.95,    3.15,    5.99,    4.82,    9.93,    7.97,    7.48,    6.01
32.89941,13.20261,2015,05,01,   11.86,   21.76,   11.26,   11.27,   27.40,   15.54,   21.07,    4.22,    2.64,    4.36,    3.37,    8.59,    6.01,    5.89,    4.49
32.89941,13.20261,2015,05,02,   13.46,   23.16,    8.59,    8.61,   30.29,   16.83,   23.07,    6.12,    4.63,    1.98,    1.59,    8.10,    6.23,    5.23,    3.75
32.89941,13.20261,2015,05,03,   11.31,   24.18,    8.27,    8.29,   30.78,   19.48,   24.92,    4.31,    1.97,    2.39,    1.97,    6.70,    3.93,    4.80,    3.26
32.89941,13.20261,2015,05,04,   10.13,   25.03,    9.56,    9.57,   31.35,   21.23,   25.90,    6.42,    3.05,    1.97,    1.71,    8.39,    4.76,    5.07,    3.40
32.89941,13.20261,2015,05,05,   12.67,   25.40,    9.73,    9.74,   32.90,   20.22,   25.94,    4.48,    1.82,    4.25,    3.45,    8.72,    5.28,    6.43,    4.31
32.89941,13.20261,2015,05,06,   12.65,   25.54,   10.20,   10.21,   32.72,   20.08,   25.97,    6.82,    3.31,    1.86,    1.43,    8.68,    4.74,    5.78,    3.75
32.89941,13.20261,2015,05,07,   10.68,   24.95,   12.29,   12.30,   30.15,   19.46,   24.64,    6.87,    3.30,    1.81,    1.39,    8.68,    4.69,    4.09,    3.05
32.89941,13.20261,2015,05,08,   12.51,   25.24,   12.33,   12.33,   31.52,   19.01,   24.91,    5.84,    2.76,    1.26,    1.36,    7.10,    4.12,    3.18,    2.35
32.89941,13.20261,2015,05,09,    7.13,   22.45,   14.20,   14.20,   25.23,   18.10,   21.58,    7.61,    7.04,    1.51,    0.91,    9.12,    7.94,    6.49,    5.21
32.89941,13.20261,2015,05,10,    5.80,   20.69,   14.60,   14.60,   22.58,   16.78,   19.46,    4.81,    5.22,    4.78,    3.33,    9.59,    8.55,    7.98,    6.46
32.89941,13.20261,2015,05,11,    8.36,   21.47,   14.86,   14.87,   24.41,   16.05,   19.97,    3.35,    3.30,    2.96,    2.18,    6.31,    5.48,    4.71,    3.80
32.89941,13.20261,2015,05,12,    8.15,   21.03,   13.12,   13.12,   24.10,   15.95,   19.80,    3.37,    3.19,    3.34,    2.41,    6.71,    5.60,    5.74,    4.53
32.89941,13.20261,2015,05,13,    8.90,   20.96,    9.53,    9.54,   24.08,   15.18,   19.44,    4.18,    4.25,    0.69,    0.53,    4.86,    4.78,    2.91,    2.44
32.89941,13.20261,2015,05,14,   11.83,   22.52,    7.54,    7.58,   27.23,   15.40,   21.31,    5.69,    3.48,    1.76,    1.63,    7.46,    5.11,    4.29,    3.21
32.89941,13.20261,2015,05,15,   14.82,   24.84,    4.81,    4.89,   33.34,   18.52,   26.01,    7.69,    5.77,    0.95,    0.46,    8.64,    6.23,    5.86,    4.12
32.89941,13.20261,2015,05,16,   11.87,   24.27,    8.50,    8.58,   30.04,   18.16,   23.44,    6.83,    5.61,    3.56,    3.03,   10.39,    8.64,    7.29,    5.80
32.89941,13.20261,2015,05,17,    5.34,   20.94,   11.19,   11.19,   22.32,   16.98,   19.36,    9.39,    8.29,    0.53,    0.58,    9.92,    8.87,    7.42,    6.20
32.89941,13.20261,2015,05,18,    5.87,   20.87,   11.73,   11.73,   22.94,   17.07,   19.74,    6.94,    6.98,    4.89,    3.39,   11.83,   10.37,    8.94,    7.23
32.89941,13.20261,2015,05,19,   11.15,   22.88,   10.66,   10.67,   27.61,   16.46,   22.20,    7.62,    4.24,    1.58,    1.01,    9.20,    5.25,    5.09,    3.68
32.89941,13.20261,2015,05,20,   13.75,   26.38,    6.97,    7.01,   34.73,   20.97,   27.51,   10.12,    6.36,    1.97,    1.59,   12.09,    7.94,    7.06,    4.76
32.89941,13.20261,2015,05,21,   15.05,   24.53,   11.26,   11.29,   33.32,   18.27,   24.20,   11.61,    9.71,    1.01,    0.90,   12.63,   10.61,    8.48,    6.78
32.89941,13.20261,2015,05,22,    5.02,   20.78,   10.62,   10.63,   21.38,   16.37,   18.90,    8.26,    7.41,    3.84,    2.55,   12.10,    9.96,    7.96,    6.80
32.89941,13.20261,2015,05,23,    7.93,   21.39,   10.80,   10.81,   23.47,   15.55,   19.06,    4.70,    4.06,    2.48,    2.52,    7.17,    6.58,    4.74,    4.14
32.89941,13.20261,2015,05,24,   10.34,   22.31,   10.22,   10.23,   26.17,   15.82,   20.96,    5.22,    4.90,    5.13,    3.58,   10.36,    8.48,    7.07,    5.78
32.89941,13.20261,2015,05,25,   12.38,   23.28,   11.88,   11.89,   29.57,   17.18,   22.82,    4.90,    4.17,    7.72,    6.37,   12.61,   10.54,   10.07,    8.31
32.89941,13.20261,2015,05,26,    6.29,   22.41,   15.64,   15.64,   24.41,   18.12,   20.70,    6.89,    6.12,    0.59,    0.71,    7.49,    6.83,    5.31,    4.65
32.89941,13.20261,2015,05,27,    7.00,   21.86,   12.19,   12.20,   23.99,   16.99,   20.50,    6.92,    6.41,    1.31,    1.02,    8.23,    7.43,    5.20,    4.39
32.89941,13.20261,2015,05,28,    7.04,   21.42,   11.42,   11.42,   23.68,   16.64,   19.88,    6.48,    6.23,    1.43,    1.10,    7.91,    7.32,    4.42,    3.90
32.89941,13.20261,2015,05,29,    9.04,   22.20,    9.84,    9.85,   25.12,   16.07,   20.38,    5.64,    4.10,    1.64,    1.28,    7.28,    5.38,    3.79,    3.16
32.89941,13.20261,2015,05,30,   12.64,   23.84,   11.28,   11.29,   29.40,   16.76,   22.80,    7.18,    5.98,    4.28,    3.72,   11.46,    9.70,    7.61,    6.34
