Date;individuals
13.06.2020;61
14.06.2020;0
15.06.2020;56
16.06.2020;0
17.06.2020;59
18.06.2020;70
19.06.2020;36
20.06.2020;165
21.06.2020;211
22.06.2020;0
23.06.2020;0
24.06.2020;170
25.06.2020;136
26.06.2020;0
27.06.2020;29
28.06.2020;134
29.06.2020;0
30.06.2020;0
01.07.2020;241
02.07.2020;142
03.07.2020;0
04.07.2020;0
05.07.2020;54
06.07.2020;180
07.07.2020;6
08.07.2020;0
09.07.2020;138
10.07.2020;597
11.07.2020;429
12.07.2020;236
13.07.2020;418
15.07.2020;128
16.07.2020;9
17.07.2020;0
18.07.2020;0
19.07.2020;0
20.07.2020;83
21.07.2020;385
22.07.2020;662
23.07.2020;373
24.07.2020;416
25.07.2020;273
26.07.2020;106
27.07.2020;402
28.07.2020;527
29.07.2020;337
30.07.2020;287
31.07.2020;389
01.08.2020;309
02.08.2020;85
03.08.2020;252
04.08.2020;174
05.08.2020;0
06.08.2020;0
07.08.2020;0
08.08.2020;0
09.08.2020;0
10.08.2020;103
11.08.2020;216
12.08.2020;146
13.08.2020;109
14.08.2020;35
15.08.2020;70
16.08.2020;450
17.08.2020;402
18.08.2020;237
19.08.2020;222
20.08.2020;341
21.08.2020;295
22.08.2020;0
23.08.2020;45
24.08.2020;0
25.08.2020;0
26.08.2020;64
27.08.2020;220
28.08.2020;666
29.08.2020;227
30.08.2020;516
31.08.2020;145
01.09.2020;51
02.09.2020;372
03.09.2020;160
04.09.2020;33
05.09.2020;22
06.09.2020;15
07.09.2020;0
08.09.2020;127
09.09.2020;254
10.09.2020;205
11.09.2020;43
12.09.2020;201
13.09.2020;146
14.09.2020;74
15.09.2020;31
16.09.2020;122
17.09.2020;192
18.09.2020;336
19.09.2020;269
20.09.2020;667
21.09.2020;482
22.09.2020;124
23.09.2020;71
24.09.2020;29
25.09.2020;152
26.09.2020;0
27.09.2020;0
28.09.2020;65
29.09.2020;95
30.09.2020;49
01.10.2020;62
02.10.2020;314
03.10.2020;78
04.10.2020;153
05.10.2020;58
06.10.2020;109
07.10.2020;0
08.10.2020;49
09.10.2020;0
10.10.2020;652
11.10.2020;555
12.10.2020;56
13.10.2020;108
17.10.2020;19
18.10.2020;109
19.10.2020;120
20.10.2020;112
21.10.2020;380
22.10.2020;23
23.10.2020;128
24.10.2020;50
25.10.2020;54
26.10.2020;55
27.10.2020;143
28.10.2020;77
29.10.2020;0
30.10.2020;0
31.10.2020;13
01.11.2020;558
02.11.2020;582
03.11.2020;924
04.11.2020;302
05.11.2020;287
06.11.2020;299
07.11.2020;261
08.11.2020;105
09.11.2020;53
10.11.2020;206
11.11.2020;201
12.11.2020;232
13.11.2020;253
14.11.2020;566
15.11.2020;79
16.11.2020;117
17.11.2020;71
18.11.2020;0
19.11.2020;177
20.11.2020;0
21.11.2020;0
22.11.2020;0
23.11.2020;0
24.11.2020;0
25.11.2020;66
26.11.2020;0
27.11.2020;0
28.11.2020;0
29.11.2020;0
30.11.2020;21
01.12.2020;26
02.12.2020;78
03.12.2020;0
04.12.2020;0
05.12.2020;72
06.12.2020;178
07.12.2020;0
08.12.2020;0
09.12.2020;0
10.12.2020;0
11.12.2020;0
12.12.2020;0
13.12.2020;0
14.12.2020;0
15.12.2020;300
16.12.2020;71
17.12.2020;101
18.12.2020;4
19.12.2020;72
20.12.2020;98
21.12.2020;119
22.12.2020;61
23.12.2020;91
24.12.2020;249
25.12.2020;18
26.12.2020;12
27.12.2020;0
28.12.2020;0
29.12.2020;0
30.12.2020;0
31.12.2020;20
01.01.2021;0
02.01.2021;0
03.01.2021;0
04.01.2021;265
05.01.2021;0
06.01.2021;0
07.01.2021;7
08.01.2021;0
09.01.2021;15
10.01.2021;0
11.01.2021;53
19.01.2021;18
20.01.2021;21
23.01.2021;1
25.01.2021;493
28.01.2021;84
30.01.2021;83
03.02.2021;56
04.02.2021;418
05.02.2021;146
06.02.2021;67
07.02.2021;0
08.02.2021;453
09.02.2021;54
12.02.2021;106
13.02.2021;2
16.02.2021;145
17.02.2021;182
18.02.2021;264
19.02.2021;505
20.02.2021;292
21.02.2021;89
22.02.2021;334
23.02.2021;0
24.02.2021;153
25.02.2021;164
26.02.2021;260
27.02.2021;134
28.02.2021;0
01.03.2021;272
02.03.2021;0
03.03.2021;363
04.03.2021;0
05.03.2021;0
06.03.2021;16
07.03.2021;0
08.03.2021;125
09.03.2021;187
10.03.2021;0
11.03.2021;0
12.03.2021;5
13.03.2021;41
14.03.2021;0
15.03.2021;0
16.03.2021;0
17.03.2021;0
18.03.2021;26
19.03.2021;0
20.03.2021;0
21.03.2021;0
22.03.2021;0
23.03.2021;116
24.03.2021;0
25.03.2021;22
26.03.2021;116
27.03.2021;13
28.03.2021;0
29.03.2021;170
30.03.2021;480
31.03.2021;434
01.04.2021;733
02.04.2021;28
03.04.2021;215
04.04.2021;0
05.04.2021;0
06.04.2021;81
07.04.2021;0
08.04.2021;30
09.04.2021;0
10.04.2021;1
11.04.2021;0
12.04.2021;0
13.04.2021;0
14.04.2021;0
15.04.2021;17
16.04.2021;0
17.04.2021;0
18.04.2021;0
19.04.2021;37
20.04.2021;45
21.04.2021;0
22.04.2021;0
23.04.2021;0
24.04.2021;0
25.04.2021;175
26.04.2021;139
27.04.2021;32
28.04.2021;0
29.04.2021;63
30.04.2021;0
01.05.2021;992
02.05.2021;59
03.05.2021;68
04.05.2021;484
05.05.2021;61
06.05.2021;47
07.05.2021;7
08.05.2021;16
09.05.2021;1952
10.05.2021;293
11.05.2021;17
12.05.2021;66
13.05.2021;56
14.05.2021;0
15.05.2021;0
16.05.2021;37
17.05.2021;189
18.05.2021;0
19.05.2021;1
20.05.2021;0
21.05.2021;408
22.05.2021;0
23.05.2021;0
24.05.2021;0
25.05.2021;0
26.05.2021;98
27.05.2021;191
28.05.2021;305
29.05.2021;0
30.05.2021;53
31.05.2021;280
01.06.2021;236
02.06.2021;33
03.06.2021;45
04.06.2021;45
05.06.2021;0
06.06.2021;58
07.06.2021;0
08.06.2021;130
09.06.2021;57
10.06.2021;25
11.06.2021;106
12.06.2021;1157
13.06.2021;197
14.06.2021;683
15.06.2021;697
16.06.2021;53
17.06.2021;189
18.06.2021;493
19.06.2021;100
20.06.2021;166
21.06.2021;108
22.06.2021;135
23.06.2021;0
24.06.2021;0
25.06.2021;30
26.06.2021;109
27.06.2021;294
28.06.2021;99
29.06.2021;334
30.06.2021;305
01.07.2021;322
02.07.2021;12
03.07.2021;308
04.07.2021;299
05.07.2021;24
